1_27;48;244.7;152.52;106.34;131.23;106.36;224.04;226.55;359.78;499.26;514.89;553.26;631.44;705.09;646.78;656.24;613.55;598.32;648.16;670.81;610.22;552.13;561.2;519.91;376.11;291.35;123.62;251.69;123.62;285.51;243.82;271.55;732.2;834.95;879.99;961.63;1005.37;949.83;986.88;918.85;896.71;940.46;914.92;842.0;794.74;848.71;793.68;663.67;498.16
1_28_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-79.55597667340898;79.51068107916528;8.977574200190334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2_0;48;15.63;6.47;4.21;5.0;4.21;6.68;12.41;15.25;28.15;28.38;29.64;34.21;36.95;36.33;34.01;31.03;31.18;33.83;37.8;38.69;37.12;34.7;32.9;22.86;6.47;4.21;5.0;4.21;6.96;12.28;12.03;33.06;40.51;43.78;48.2;54.23;54.84;52.68;46.62;44.45;47.8;50.74;51.24;48.67;49.6;43.19;26.5;14.84
3_14;48;65.51;34.7;20.11;23.68;20.12;49.73;58.34;96.97;125.89;127.62;138.71;164.88;179.15;164.68;161.53;146.94;142.32;160.85;181.41;171.87;165.31;164.04;153.18;105.65;41.32;20.11;23.68;20.12;32.64;58.34;66.21;184.11;203.18;220.3;249.45;272.1;263.58;269.39;238.03;230.62;246.21;258.96;248.18;239.1;237.51;227.85;168.85;128.87
3_15_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-13.624643918435591;13.597496230118292;1.5359367881710264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4_3;48;14.64;6.35;3.84;4.58;3.83;6.76;12.24;16.49;26.52;26.85;29.38;34.34;37.06;34.39;33.7;30.69;29.79;33.7;37.82;35.73;34.53;34.67;32.06;22.59;6.92;3.83;4.58;3.84;8.39;12.8;14.86;32.04;39.68;44.04;48.74;54.15;53.27;52.88;46.4;43.96;48.0;50.94;49.54;46.93;49.79;42.72;27.48;14.61
4_4;48;14.64;6.35;3.84;4.58;3.83;6.76;12.24;16.49;26.52;26.85;29.38;34.34;37.06;34.39;33.7;30.69;29.79;33.7;37.82;35.73;34.53;34.67;32.06;22.59;6.92;3.83;4.58;3.84;8.39;12.8;14.86;32.04;39.68;44.04;48.74;54.15;53.27;52.88;46.4;43.96;48.0;50.94;49.54;46.93;49.79;42.72;27.48;14.61
5_0;48;5.57;2.52;1.63;1.94;1.63;2.64;4.86;6.08;10.54;10.53;10.93;12.69;13.73;13.09;12.2;11.42;11.56;12.65;14.32;14.25;13.67;12.86;12.4;8.44;2.53;1.63;1.94;1.63;2.62;5.28;5.79;11.79;14.78;16.18;17.95;20.35;20.55;19.74;17.34;16.46;17.79;18.94;18.98;18.04;18.36;15.89;9.37;5.3
6_8;48;1.3;1.29;1.29;1.29;1.29;1.29;1.38;2.0;2.42;2.55;2.41;2.27;2.2;1.95;2.19;2.19;2.27;2.35;2.11;1.67;1.61;1.46;1.46;1.33;1.29;1.29;1.29;1.29;1.29;1.38;0.97;1.45;2.68;2.15;2.18;2.33;1.42;1.98;1.96;2.29;2.39;1.48;0.18;0.81;0.72;1.46;1.33;1.3
6_9_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.1701222070045332;-1.9958906056158752;-0.4312525022837829;0.0;0.9071951760926021;1.6903155347368226;1.62618002826394;0.6963923759892708;0.0;0.0;0.0;0.0;-0.2290194536707017;-0.3956912875281908;-0.0992860067047484;-0.0992860067047484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.7894042037826685;-0.5346229431673117;-0.29726870044875026;-0.4737321532909337;0.5807972249289104;0.18256184025533623;0.13554052872385186;-0.2697549887131295;-0.45813288118158085;0.6168927241497368;0.42302905542712177;0.33973142692112424;0.0;0.0;0.0;0.0
