1_27;48;505.25;314.92;219.57;270.96;219.6;462.59;467.77;742.86;1030.85;1063.75;1143.25;1304.89;1457.08;1336.72;1356.27;1268.06;1236.55;1339.25;1385.92;1260.15;1140.0;1158.73;1073.47;776.57;601.57;255.25;519.67;255.25;589.5;503.42;560.68;1511.81;1724.18;1818.47;1987.04;2077.09;1963.47;2039.7;1899.3;1853.19;1943.49;1890.3;1739.49;1641.08;1752.37;1638.73;1370.3;1028.57
1_28_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-164.363;164.363;18.555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2_0;48;32.27;13.37;8.7;10.33;8.7;13.8;25.62;31.48;58.13;58.6;61.2;70.62;76.3;75.01;70.22;64.06;64.38;69.85;78.05;79.89;76.65;71.64;67.93;47.2;13.36;8.7;10.33;8.7;14.36;25.36;24.85;68.26;83.65;90.38;99.53;111.97;113.22;108.77;96.26;91.77;98.69;104.76;105.81;100.49;102.41;89.18;54.72;30.64
3_14;48;135.26;71.64;41.53;48.88;41.54;102.69;120.45;200.22;259.92;264.14;287.31;341.58;371.16;341.3;334.82;304.65;295.04;333.09;375.43;355.08;341.33;338.71;316.27;218.14;85.32;41.51;48.88;41.54;67.38;120.45;136.71;380.13;419.73;456.37;516.58;563.08;546.55;558.27;493.6;477.89;510.05;535.91;513.39;493.83;490.4;470.46;348.63;266.09
3_15_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-28.195;28.195;3.183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4_3;48;30.22;13.12;7.92;9.45;7.91;13.96;25.28;34.04;54.75;55.44;60.66;70.91;76.52;71.0;69.58;63.38;61.5;69.58;78.08;73.78;71.29;71.57;66.19;46.64;14.3;7.91;9.45;7.92;17.32;26.43;30.68;66.16;81.94;90.94;100.63;111.81;110.0;109.18;95.81;90.77;99.11;105.17;102.29;96.9;102.8;88.22;56.74;30.17
4_4;48;30.22;13.12;7.92;9.45;7.91;13.96;25.28;34.04;54.75;55.44;60.66;70.91;76.52;71.0;69.58;63.38;61.5;69.58;78.08;73.78;71.29;71.57;66.19;46.64;14.3;7.91;9.45;7.92;17.32;26.43;30.68;66.16;81.94;90.94;100.63;111.81;110.0;109.18;95.81;90.77;99.11;105.17;102.29;96.9;102.8;88.22;56.74;30.17
5_0;48;11.51;5.21;3.36;4.01;3.36;5.46;10.03;12.55;21.76;21.75;22.57;26.21;28.36;27.02;25.19;23.57;23.86;26.13;29.57;29.42;28.22;26.54;25.61;17.43;5.22;3.37;4.01;3.36;5.4;10.91;11.96;24.33;30.51;33.42;37.07;42.03;42.44;40.75;35.81;33.99;36.74;39.12;39.19;37.25;37.9;32.8;19.35;10.94
6_8;48;2.67;2.66;2.66;2.66;2.66;2.66;2.85;4.13;5.0;5.93;5.95;5.93;5.94;5.48;5.98;5.91;5.99;5.9;5.29;3.65;3.33;3.02;3.02;2.75;2.66;2.66;2.66;2.66;2.66;2.85;2.0;2.99;5.77;6.14;6.22;6.21;5.91;6.53;6.59;6.69;6.85;4.49;1.92;1.82;1.5;3.02;2.75;2.67
6_9_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.416;-4.121;-1.005;0.0;2.371;4.567;4.567;1.898;0.0;0.0;0.0;0.0;-0.502;-0.817;-0.205;-0.205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.845;-1.529;-0.85;-1.264;2.418;0.602;0.455;-0.789;-1.313;1.865;4.567;0.7649999999999999;0.0;0.0;0.0;0.0
7_7;48;25.84;34.91;25.46;36.03;25.46;36.19;42.35;41.8;48.19;90.47;90.47;90.48;93.6;89.7;90.47;90.45;90.48;94.82;60.14;57.82;45.69;50.88;43.78;38.59;43.47;25.46;46.53;25.46;37.76;29.27;22.37;85.66;138.22;147.45;154.06;164.15;159.32;174.21;160.42;157.01;162.15;111.5;75.56;33.22;74.37;46.88;67.99;25.84
7_8;48;25.84;34.91;25.46;36.03;25.46;36.19;42.35;41.8;48.19;90.47;90.47;90.48;93.6;89.7;90.47;90.45;90.48;94.82;60.14;57.82;45.69;50.88;43.78;38.59;43.47;25.46;46.53;25.46;37.76;29.27;22.37;85.66;138.22;147.45;154.06;164.15;159.32;174.21;160.42;157.01;162.15;111.5;75.56;33.22;74.37;46.88;67.99;25.84
7_9;48;25.84;34.91;25.46;36.03;25.46;36.19;42.35;41.8;48.19;90.47;90.47;90.48;93.6;89.7;90.47;90.45;90.48;94.82;60.14;57.82;45.69;50.88;43.78;38.59;43.47;25.46;46.53;25.46;37.76;29.27;22.37;85.66;138.22;147.45;154.06;164.15;159.32;174.21;160.42;157.01;162.15;111.5;75.56;33.22;74.37;46.88;67.99;25.84
7_10;48;25.84;34.91;25.46;36.03;25.46;36.19;42.35;41.8;48.19;90.47;90.47;90.48;93.6;89.7;90.47;90.45;90.48;94.82;60.14;57.82;45.69;50.88;43.78;38.59;43.47;25.46;46.53;25.46;37.76;29.27;22.37;85.66;138.22;147.45;154.06;164.15;159.32;174.21;160.42;157.01;162.15;111.5;75.56;33.22;74.37;46.88;67.99;25.84
7_11_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;-17.893;-15.123;-114.097;-160.833;56.499;160.833;160.833;146.639;0.0;0.0;0.0;0.0;0.0;-51.113;-34.578;-60.527;-25.042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-142.031;-60.383;-51.895;-119.946;38.173;-59.854;6.477;-20.934;-56.644;128.584;160.833;33.41;0.0;0.0;0.0;0.0
8_10;48;194.38;363.27;193.35;336.73;204.86;303.81;365.56;537.53;597.72;521.95;535.04;519.57;540.58;525.64;535.19;529.51;533.15;520.17;624.66;368.94;407.11;253.25;299.19;326.2;394.41;221.11;388.21;226.86;537.62;565.58;713.01;801.81;827.76;871.07;848.54;900.2;882.75;972.16;883.0;910.09;872.71;948.13;631.69;655.32;493.34;557.73;347.28;231.82
8_11_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-13.042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-13.806;15.364;0.0;-8.378;9.324;-42.982;3.964;0.0;0.0;-118.833;0.0;0.0;0.0;0.0;0.0;0.0
9_13;48;206.55;305.56;204.69;305.14;205.29;305.32;204.7;307.96;376.15;488.73;486.35;487.27;497.04;495.59;495.07;500.92;487.76;340.13;340.98;336.15;337.68;333.61;334.42;340.95;353.11;237.34;349.1;235.44;346.52;204.23;196.15;506.66;628.1;637.06;643.52;653.44;658.23;679.43;660.39;655.86;490.13;484.49;467.68;458.46;455.04;455.14;409.26;242.87
10_28;48;1054.15;611.96;455.5;469.2;451.41;691.89;872.45;1171.29;1466.61;1421.9;1737.68;1967.29;2074.21;2000.5;1974.47;1870.58;1816.52;1965.05;2204.05;2220.02;2232.24;2102.3;1880.9;1331.89;1042.54;839.25;843.86;784.07;1007.01;1155.85;1401.04;2103.02;2338.65;2467.62;2702.72;2869.17;2762.47;2854.93;2648.75;2646.74;2885.73;2978.86;2963.5;2905.43;2818.5;2610.67;2154.46;1706.35
11_0;48;31.07;13.48;8.12;9.71;8.12;14.37;25.98;34.99;56.28;57.02;62.37;72.94;78.7;73.06;71.58;65.2;63.17;71.78;80.27;75.84;73.3;73.59;68.02;47.94;14.7;8.12;9.71;8.12;17.83;27.17;31.55;68.07;84.3;93.56;103.52;115.09;113.21;112.37;98.59;93.41;101.97;108.26;105.21;99.72;105.69;90.76;58.37;31.02
11_1;48;31.07;13.48;8.12;9.71;8.12;14.37;25.98;34.99;56.28;57.02;62.37;72.94;78.7;73.06;71.58;65.2;63.17;71.78;80.27;75.84;73.3;73.59;68.02;47.94;14.7;8.12;9.71;8.12;17.83;27.17;31.55;68.07;84.3;93.56;103.52;115.09;113.21;112.37;98.59;93.41;101.97;108.26;105.21;99.72;105.69;90.76;58.37;31.02
12_20;48;108.18;86.46;48.2;48.2;48.2;48.2;48.2;63.79;91.87;80.46;210.58;302.04;336.23;348.02;344.88;339.97;341.49;346.2;393.84;391.45;393.01;281.1;151.26;152.32;48.2;48.2;48.2;48.2;48.2;48.2;14.92;70.36;213.34;316.19;461.71;532.38;559.77;570.93;555.27;557.46;559.92;563.71;551.4;543.86;382.41;275.11;265.39;214.39
12_21_battery;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-15.855;-76.904;76.904;26.327;0.0;0.0
