1_28_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.992;273.452;587.537;788.309;914.8;973.781;964.489;882.122;740.246;530.579;262.38;50.948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.39;188.908;236.863;216.577;371.177;343.98;340.951;289.667;278.098;199.562;138.633;24.096;0.0;0.0;0.0;0.0
2_1_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.826;3.035;10.075;9.882;29.122999999999998;18.634999999999998;18.348;6.988;7.973000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.361;2.802;5.930000000000001;13.614999999999998;36.552;51.977999999999994;22.071;52.168;73.96000000000001;35.819;62.17400000000001;21.699;11.577;1.317;0.0;0.0;0.0
3_15_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.444;61.088;131.113;175.891;204.097;217.24;215.175;196.816;165.2;118.445;58.688;11.408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.283;42.514;53.199;48.606;83.345;77.209;76.553;65.017;62.43;44.805;31.16;5.41;0.0;0.0;0.0;0.0
4_5_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9390000000000001;3.757;12.734;12.497;38.798;24.094;23.939999999999998;8.807;12.564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.129;3.464;7.447;17.314;47.153000000000006;67.66499999999999;28.387;67.828;97.601;46.058;77.896;27.261000000000003;14.376;1.574;0.0;0.0;0.0
5_1_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.311;1.131;3.747;3.675;10.773;6.914;6.801;2.6;2.893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1;1.045;2.207;5.058999999999999;13.565000000000001;19.272000000000002;8.193000000000001;19.345;27.384;13.297;23.14;8.074;4.313;0.492;0.0;0.0;0.0
6_9_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035;5.028;10.627;14.223;16.446;15.52;13.855;11.817;11.976;9.65;4.918;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.807;3.869;4.715;4.265;7.363;6.786;6.758;5.714;5.498;3.952;2.79;0.477;0.0;0.0;0.0
7_11_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.725;236.852;508.873;613.253;628.833;595.13;452.374;452.259;452.377;459.548;227.275;44.134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.857;163.678;205.209;187.628;321.57;298.003;295.382;250.949;240.928;172.889;120.11;20.876;0.0;0.0;0.0;0.0
8_11_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.709;234.563;503.953;676.159;784.651;835.238;827.269;756.624;634.939;455.106;225.079;43.707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.511;162.1;203.229;185.817;318.467;295.127;292.532;248.527;238.604;171.222;118.952;20.674;0.0;0.0;0.0;0.0
9_14_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.663;17.762999999999998;59.497;58.371;176.051;111.155;109.88300000000001;41.215;52.169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.497;16.39;34.919;80.618;217.805;310.97299999999996;131.341;311.941;445.188;213.131;365.757;127.803;67.844;7.5920000000000005;0.0;0.0;0.0
10_29_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.892;68.20599999999999;231.674;227.36399999999998;709.451;439.33;436.901;160.175;233.084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;365.23400000000004;62.877;135.396;315.196;859.6039999999999;1234.6;517.346;1237.432;1783.145;839.354;1415.925;495.659;261.09000000000003;28.459;0.0;0.0;0.0
11_2_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.966;3.864;13.094000000000001;12.85;39.896;24.777;24.618;9.056000000000001;12.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.7;3.5620000000000003;7.658;17.804;48.488;69.58;29.191;69.74799999999999;100.36500000000001;47.361000000000004;80.1;28.032999999999998;14.783;1.618;0.0;0.0;0.0
12_21_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.322;181.569;390.058;523.337;607.304;646.452;640.287;585.614;491.444;352.263;174.25;33.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.499;125.569;157.398;143.902;246.642;228.558;226.555;192.468;184.786;132.604;92.133;16.011;0.0;0.0;0.0;0.0
13_8_DG;48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7810000000000001;6.885999999999999;23.148;22.712;69.124;43.417;42.989000000000004;16.027;21.085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.979;6.352;13.57;31.398;85.041;121.611;51.254999999999995;121.963;174.511;83.16900000000001;142.083;49.67;26.314;2.925;0.0;0.0;0.0
