Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),Cooling:Electricity(kWh),Heating:Electricity(kWh),InteriorLights:Electricity(kWh),ExteriorLights:Electricity(kWh),InteriorEquipment:Electricity(kWh),Fans:Electricity(kWh),Pumps:Electricity(kWh),WaterSystems:Electricity(),HeatRejection:Electricity(kWh),HeatRejection:Gas(kBtu),Heating:Gas(kBtu),WaterSystems:Gas(kBtu),InteriorEquipment:Gas(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),1 ZONE VAV 1 CLG COIL(W),1 ZONE VAV 2 CLG COIL(W),1 ZONE VAV 3 CLG COIL(W),1 ZONE VAV 4 CLG COIL(W),1 ZONE VAV 5 CLG COIL(W),1 ZONE VAV CLG COIL(W),1 ZONE VAV 1 MAIN HTG COIL(W),1 ZONE VAV 2 MAIN HTG COIL(W),1 ZONE VAV 3 MAIN HTG COIL(W),1 ZONE VAV 4 MAIN HTG COIL(W),1 ZONE VAV 5 MAIN HTG COIL(W),1 ZONE VAV MAIN HTG COIL(W),BUILDING STORY 1 THERMALZONE REHEAT COIL(W),BUILDING STORY 2 THERMALZONE REHEAT COIL(W),BUILDING STORY 3 THERMALZONE REHEAT COIL(W),BUILDING STORY 4 THERMALZONE REHEAT COIL(W),BUILDING STORY 5 THERMALZONE REHEAT COIL(W),BUILDING STORY 6 THERMALZONE REHEAT COIL(W),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kVA),ElectricityProduced:Facility Apparent Power(kVA),Net Power(kW),Net Apparent Power(kVA),Ice Thermal Storage End Fraction(),Cooling Coil Ice Thermal Storage End Fraction()
2017/03/29 02:00:00,175.00094250384942,0,223.38216583251878,10.662202007935228,0.0,16.276832904555846,34.5193707096774,97.66099742733522,2.2186400537877558,13.400561956925666,0,0.26233744363230954,0,223.38216583251878,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,8118.966495198714,7907.347501349446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20016.828228695304,25299.79645711897,0.0,0.0,0,0,175.00094250384942,175.00094250384942,0.0,194.4454916709438,0.0,175.00094250384942,194.4454916709438,0,0
2017/03/29 03:00:00,148.45720104156848,0,0.0,0.0,0.0,16.276832904555846,34.5193707096774,97.66099742733522,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,148.45720104156848,148.45720104156848,0.0,164.95244560174277,0.0,148.45720104156848,164.95244560174277,0,0
2017/03/29 04:00:00,200.84407840379805,0,711.9791911564258,20.60750914126514,0.0,16.276832904555846,34.5193707096774,97.66099742733522,4.4372801075755115,26.880733142618823,0,0.4613549707700744,0,711.9791911564258,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,17421.204904342565,17892.50181401895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61083.23423011185,72620.11963263889,0.0,0.0,0,0,200.84407840379805,200.84407840379805,0.0,223.16008711533115,0.0,200.84407840379805,223.16008711533115,0,0
2017/03/29 05:00:00,234.38071238569853,0,1176.0876359483325,32.928394037840754,0.0,32.55366580911169,34.5193707096774,103.15631139879383,3.423348020416079,27.111747521296746,0,0.6878748885620556,0,1176.0876359483325,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40934.63435921292,29643.70488913695,0.0,0.0,0.0,0.0,0.0,0.0,52079.786774359505,0.0,0.0,0.0,0.0,132082.02358421762,0,0,234.38071238569853,234.38071238569853,0.0,260.42301376188726,0.0,234.38071238569853,260.42301376188726,0,0
2017/03/29 06:00:00,232.88356134545273,0,1786.0844127717482,28.26317254507014,0.0,32.55366580911169,36.421720134292485,103.15631139879383,4.437280107575512,27.44856898359713,0,0.6028423670119412,0,1741.8263198788904,44.25809289285782,0,0,0,0,0,0,0,0,0,0,0,0.0,26293.415315815608,24794.79914660771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162799.33941547523,171861.3523109891,0.0,0.0,0,0,232.88356134545273,232.88356134545273,0.0,258.7595126060586,0.0,232.88356134545273,258.7595126060586,0,0
2017/03/29 07:00:00,240.435922574256,0,3072.8444907937496,0.0,0.0,97.66099742733506,0.0,129.30527133562356,12.044488827553392,1.4251649837440292,0,0.0,0,3005.7924181682442,67.05207262550577,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19725.43233077553,21741.119901361257,20557.822556130042,14868.866218015713,21693.207515916827,37076.360326365764,36657.94579795802,3221.191139304456,162805.21323405317,171867.63921169267,32004.33250140192,101661.0559642016,0,0,240.435922574256,240.435922574256,0.0,267.1510250825067,0.0,240.435922574256,267.1510250825067,0,0
2017/03/29 08:00:00,525.6521404934088,0,2217.6744243799326,0.0,0.0,292.98299228200517,0.0,219.73724421150428,12.044488827553389,0.8874151723457626,0,0.0,0,2104.9891230692087,112.68530131072443,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11603.500954198911,10428.637663961359,8064.114836803154,7762.82022883931,13991.726251519678,31452.445626370078,0.0,0.0,140368.09817295094,156940.3304736737,0.0,51897.19082106939,0,0,525.6521404934088,525.6521404934088,0.0,584.0579338815653,0.0,525.6521404934088,584.0579338815653,0,0
2017/03/29 09:00:00,545.5103066304822,0,1342.9076068097836,2.419973758667625,0.0,292.98299228200517,0.0,219.73724421150428,12.044488827553392,18.206648829852167,0,0.11895872089942959,0,1221.307040822038,121.60056598774555,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,304.4190285978856,855.6362145704209,0.0,0.0,3859.580330758053,2553.6182807936793,85.58351500311952,233.5364813261132,7660.14250431985,24377.38764989814,0.0,0.0,86590.67668629893,99234.53763227227,0.0,24159.300024183543,0,0,545.5103066304822,545.5103066304822,0.0,606.122562922758,0.0,545.5103066304822,606.122562922758,0,0
2017/03/29 10:00:00,565.7077753798242,0,914.3283074712139,13.643105866057976,0.0,292.98299228200517,0.0,219.73724421150428,12.044488827553392,26.91734223271856,0,0.3826019599845763,0,793.2021635895826,121.1261438816313,0,0,0,0,0,0,0,0,0,0,0,2464.709455480852,2635.585539096191,5591.802857666218,8458.492896511958,0.0,0.0,0.0,0.0,0.0,0.0,2713.359297069372,18707.08519679219,0.0,0.0,57649.513638171964,67439.22035989059,0.0,7462.200522659844,0,0,565.7077753798242,565.7077753798242,0.0,628.5641948664713,0.0,565.7077753798242,628.5641948664713,0,0
2017/03/29 11:00:00,603.8987753470662,0,838.8746171483368,31.877451693225414,0.0,292.98299228200517,0.0,239.3127673797173,12.044488827553392,26.883061824294387,0,0.7980133402703699,0,694.1288807642451,144.74573638409174,0,0,0,0,0,0,0,0,0,0,0,11786.145604316058,11153.713781103414,14102.533452485193,19214.004502759493,6034.048216658943,0.0,0.0,0.0,0.0,0.0,0.0,9809.917111713525,0.0,0.0,55150.1707580529,65204.04175436529,0.0,0.0,0,0,603.8987753470662,603.8987753470662,0.0,670.998639274518,0.0,603.8987753470662,670.998639274518,0,0
2017/03/29 12:00:00,591.5103288480475,0,911.5320453855279,43.59671665425869,0.0,292.98299228200517,0.0,214.89751802288347,12.044488827553389,26.89481403066321,0,1.0937990306838399,0,735.6370898009097,175.89495558461806,0,0,0,0,0,0,0,0,0,0,0,16921.175516432762,16087.2927576582,19026.414526020544,25230.3061327413,11100.143546238916,0.0,0.0,0.0,0.0,0.0,0.0,4860.062972663951,0.0,0.0,59757.89333838539,69782.88815252944,0.0,0.0,0,0,591.5103288480475,591.5103288480475,0.0,657.2336987200528,0.0,591.5103288480475,657.2336987200528,0,0
2017/03/29 13:00:00,609.6208839430462,0,632.0828455680894,55.87579826946931,0.0,292.98299228200517,0.0,219.73724421150428,12.812073090589866,26.82146338858387,0,1.3913127008935706,0,467.32644506663587,164.75640050145353,0,0,0,0,0,0,0,0,0,0,0,18928.547936290033,17708.139708185412,20663.185961342828,42701.31568001896,14061.940569612038,0.0,0.0,0.0,0.0,0.0,0.0,2970.7198531246854,0.0,0.0,37471.8850735897,47512.584765147236,0.0,0.0,0,0,609.6208839430462,609.6208839430462,0.0,677.3565377144959,0.0,609.6208839430462,677.3565377144959,0,0
