Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),Cooling:Electricity(kWh),Heating:Electricity(kWh),InteriorLights:Electricity(kWh),ExteriorLights:Electricity(kWh),InteriorEquipment:Electricity(kWh),Fans:Electricity(kWh),Pumps:Electricity(kWh),WaterSystems:Electricity(),HeatRejection:Electricity(kWh),HeatRejection:Gas(kBtu),Heating:Gas(kBtu),WaterSystems:Gas(kBtu),InteriorEquipment:Gas(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),1 ZONE VAV 1 CLG COIL(W),1 ZONE VAV 2 CLG COIL(W),1 ZONE VAV 3 CLG COIL(W),1 ZONE VAV 4 CLG COIL(W),1 ZONE VAV 5 CLG COIL(W),1 ZONE VAV CLG COIL(W),1 ZONE VAV 1 MAIN HTG COIL(W),1 ZONE VAV 2 MAIN HTG COIL(W),1 ZONE VAV 3 MAIN HTG COIL(W),1 ZONE VAV 4 MAIN HTG COIL(W),1 ZONE VAV 5 MAIN HTG COIL(W),1 ZONE VAV MAIN HTG COIL(W),BUILDING STORY 1 THERMALZONE REHEAT COIL(W),BUILDING STORY 2 THERMALZONE REHEAT COIL(W),BUILDING STORY 3 THERMALZONE REHEAT COIL(W),BUILDING STORY 4 THERMALZONE REHEAT COIL(W),BUILDING STORY 5 THERMALZONE REHEAT COIL(W),BUILDING STORY 6 THERMALZONE REHEAT COIL(W),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kVA),ElectricityProduced:Facility Apparent Power(kVA),Net Power(kW),Net Apparent Power(kVA),Ice Thermal Storage End Fraction(),Cooling Coil Ice Thermal Storage End Fraction()
2017/01/01 19:00:00,192.63754353722157,0,1747.0180273936528,30.697429995049703,0.0,16.276832904555846,36.421720134292485,73.2457480705014,7.982988988421106,27.323437992789977,0,0.6893854516110552,0,1742.3265210041138,4.691506389539223,0,0,0,0,0,0,0,0,0,0,0,0.0,15109.57820738868,15665.87737838903,13097.770015892836,15832.842248589493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122779.56398296241,132863.00748337337,22571.777159861016,56882.63894179695,0,0,192.63754353722157,192.63754353722157,0.0,214.0417150413573,0.0,192.63754353722157,214.0417150413573,0,0
2017/01/01 20:00:00,125.94430110934974,0,0.0,0.0,0.0,16.276832904555846,36.421720134292485,73.2457480705014,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,125.94430110934974,125.94430110934974,0.0,139.93811234372194,0.0,125.94430110934974,139.93811234372194,0,0
2017/01/01 21:00:00,196.66277074279333,0,1652.4155625194353,34.07022413191069,0.0,16.276832904555846,36.421720134292485,73.2457480705014,8.615008013089021,27.286331814148564,0,0.7469056742953707,0,1652.4155625194353,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,15494.069923637706,16249.527591077902,19097.06836286377,15977.023821554738,0.0,0.0,0.14310101313407822,126.11318528532252,0.0,0.0,0.0,0.0,0.0,116020.9871228741,125017.46172616357,30845.81904826727,57037.042832393156,0,0,196.66277074279333,196.66277074279333,0.0,218.5141897142148,0.0,196.66277074279333,218.5141897142148,0,0
2017/01/01 22:00:00,125.94430110934974,0,0.0,0.0,0.0,16.276832904555846,36.421720134292485,73.2457480705014,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,125.94430110934974,125.94430110934974,0.0,139.93811234372194,0.0,125.94430110934974,139.93811234372194,0,0
2017/01/01 23:00:00,196.38275323893993,0,1977.5972748068434,33.658702084213715,0.0,16.276832904555846,36.421720134292485,73.2457480705014,8.615008013089021,27.433810765044175,0,0.7309312672432997,0,1970.7516909075819,6.845583899261755,0,0,0,0,0,0,0,0,0,0,0,0.0,15104.755676553432,15747.90747140611,19138.61089457407,15885.509178923872,0.0,0.0,0.0,75.50232607970798,0.0,0.0,0.0,0.0,0.0,138010.19526673193,149434.50080882444,36172.5535008901,62429.292749443994,0,0,196.38275323893993,196.38275323893993,0.0,218.20305915437768,0.0,196.38275323893993,218.20305915437768,0,0
2017/01/02 00:00:00,125.94430110934974,0,0.0,0.0,0.0,16.276832904555846,36.421720134292485,73.2457480705014,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,125.94430110934974,125.94430110934974,0.0,139.93811234372194,0.0,125.94430110934974,139.93811234372194,0,0
2017/01/02 01:00:00,218.98892398527232,0,1707.0616778497845,33.87537567061094,0.0,16.276832904555846,34.5193707096774,97.66099742733522,8.615008013089021,27.31841754180071,0,0.7229217182031897,0,1707.0616778497845,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,15338.336658128077,16058.030111416345,19104.06236031964,15857.358779003976,0.0,0.0,188.09058610689044,323.3029529788813,0.0,0.0,0.0,0.0,0.0,121548.59651714638,130992.26629563767,31903.17586651491,59271.486654376466,0,0,218.98892398527232,218.98892398527232,0.0,243.32102665030257,0.0,218.98892398527232,243.32102665030257,0,0
2017/01/02 02:00:00,148.45720104156848,0,0.0,0.0,0.0,16.276832904555846,34.5193707096774,97.66099742733522,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,148.45720104156848,148.45720104156848,0.0,164.95244560174277,0.0,148.45720104156848,164.95244560174277,0,0
2017/01/02 03:00:00,217.26609222716044,0,2132.7078246770648,31.949347569566754,0.0,16.276832904555846,34.5193707096774,97.66099742733522,8.615008013089021,27.553428548008288,0,0.691107054927908,0,2132.7078246770648,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,13555.438568544963,14112.504734420178,19176.541750788914,15425.026903982545,0.0,0.0,710.7952483184415,1028.6746510940407,0.0,0.0,0.0,0.0,0.0,148998.0010543211,160666.2623708459,40032.41563305092,68113.60056478599,0,0,217.26609222716044,217.26609222716044,0.0,241.40676914128937,0.0,217.26609222716044,241.40676914128937,0,0
2017/01/02 04:00:00,148.45720104156848,0,6.844512223942409,0.0,0.0,16.276832904555846,34.5193707096774,97.66099742733522,0.0,0.0,0,0.0,0,0.0,6.844512223942409,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,148.45720104156848,148.45720104156848,0.0,164.95244560174277,0.0,148.45720104156848,164.95244560174277,0,0
2017/01/02 05:00:00,218.7798860933483,0,1848.7218603486526,33.59049705985832,0.0,16.276832904555846,34.5193707096774,97.66099742733522,8.615008013089021,27.407802211142954,0,0.7093777676895686,0,1848.7218603486526,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,15048.324818905,15710.32012327234,19127.626276738716,15876.966450720658,0.0,0.0,217.2581461204855,356.1039489060264,0.0,0.0,0.0,0.0,0.0,134751.59088462382,145788.96685116732,33979.51860009136,59707.15250563156,0,0,218.7798860933483,218.7798860933483,0.0,243.08876232594255,0.0,218.7798860933483,243.08876232594255,0,0
2017/01/02 06:00:00,234.60055428161584,0,1022.6761327935274,33.062703974804194,0.0,32.55366580911169,34.5193707096774,103.15631139879383,3.4294808144643696,27.15420702062955,0,0.724814554134795,0,1022.6761327935274,0.0,0,0,0,0,0,0,0,0,0,0,0,42455.0258706594,0.0,0.0,0.0,0.0,29123.002214790344,0.0,0.0,0.0,0.0,0.0,0.0,59909.69703455713,103545.22406670672,0.0,0.0,0.0,0.0,0,0,234.60055428161584,234.60055428161584,0.0,260.6672825351287,0.0,234.60055428161584,260.6672825351287,0,0
