Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),Cooling:Electricity(kWh),Heating:Electricity(kWh),InteriorLights:Electricity(kWh),ExteriorLights:Electricity(kWh),InteriorEquipment:Electricity(kWh),Fans:Electricity(kWh),Pumps:Electricity(kWh),WaterSystems:Electricity(kWh),HeatRejection:Electricity(kWh),HeatRejection:Gas(kBtu),Heating:Gas(kBtu),WaterSystems:Gas(kBtu),InteriorEquipment:Gas(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kVA),ElectricityProduced:Facility Apparent Power(kVA),Net Power(kW),Net Apparent Power(kVA),Ice Thermal Storage End Fraction(),Cooling Coil Ice Thermal Storage End Fraction(),HeatRejection:Electricity(),WaterSystems:Electricity()
2017/01/01 11:00:00,9743.432435960782,0.0,52822.32930092179,421.87457361141475,0.0,1605.9102371359354,0.0,5043.1551622382,1199.2082261140035,317.52111874476043,941.2356991220211,7.062471450076865,0.0,18927.195881354874,17883.412085463417,16011.721334103502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9743.432435960782,9743.432435960782,0.0,10826.036039956423,0.0,9743.432435960782,10826.036039956423,0.0,0.0,0.0,0.0
2017/01/01 12:00:00,10323.167215836505,0.0,48350.94325911887,208.24346239601562,0.0,1793.174881036652,0.0,5686.021550487631,1085.5218796427644,390.1230872925875,920.5825416510335,1.264871329651301,0.0,13166.98811061174,17611.222601381825,17572.732547125295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10323.167215836505,10323.167215836505,0.0,11470.185795373896,0.0,10323.167215836505,11470.185795373896,0.0,0.0,0.0,0.0
2017/01/01 13:00:00,10293.070259403215,0.0,51499.542599253364,602.898218611741,0.0,1784.0642761976185,0.0,5112.672097027359,1273.1465515301793,473.56909915829226,777.5979561041981,8.392288319634305,0.0,18094.590222293788,16872.8939718488,16532.05840511077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10293.070259403215,10293.070259403215,0.0,11436.744732670239,0.0,10293.070259403215,11436.744732670239,0.0,0.0,0.0,0.0
2017/01/01 14:00:00,9718.730265742926,0.0,45196.45814962691,264.17427138117984,0.0,1768.3183917153488,0.0,5096.722144650066,1131.6982067395998,389.90089657491035,805.8249432709991,1.3616389566297462,0.0,12972.948235792755,17163.164341410913,15060.345572423234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9718.730265742926,9718.730265742926,0.0,10798.589184158807,0.0,9718.730265742926,10798.589184158807,0.0,0.0,0.0,0.0
2017/01/01 15:00:00,9557.444872996874,0.0,46973.212797149434,513.0742794682114,0.0,1778.0723665294574,0.0,4673.910549451911,1233.3456381740978,472.9932312004937,617.2569920513189,8.062043667188862,0.0,17587.26757758059,15688.87914310573,13697.066076463114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9557.444872996874,9557.444872996874,0.0,10619.383192218746,0.0,9557.444872996874,10619.383192218746,0.0,0.0,0.0,0.0
2017/01/01 16:00:00,8853.51989399513,0.0,46024.213276821734,200.27539559317194,0.0,1790.8272333217822,0.0,4635.212797121056,1102.0844692984365,234.1650114376774,628.2503761790044,1.9748385898105203,0.0,15704.794522984526,16299.747323428517,14019.671430408702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8853.51989399513,8853.51989399513,0.0,9837.244326661254,0.0,8853.51989399513,9837.244326661254,0.0,0.0,0.0,0.0
2017/01/01 17:00:00,9836.497769078638,0.0,52888.68174175367,514.429708505092,0.0,1675.067726921254,0.0,5069.542271172339,1215.249288747451,461.6107713038973,632.5388508384514,7.3293791359623395,0.0,20970.506489167772,15755.93772254394,16162.237530041968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9836.497769078638,9836.497769078638,0.0,10929.44196564293,0.0,9836.497769078638,10929.44196564293,0.0,0.0,0.0,0.0
2017/01/01 18:00:00,10223.019649366663,0.0,48110.180105487685,220.15923396790248,0.0,1349.3647405551194,862.055452194704,4999.589611467828,1088.1105479612286,410.85180765916726,1063.3555129739555,1.1684041316565543,0.0,15005.611315135946,17014.960894773052,16089.607895578696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10223.019649366663,10223.019649366663,0.0,11358.910721518514,0.0,10223.019649366663,11358.910721518514,0.0,0.0,0.0,0.0
2017/01/01 19:00:00,10361.773785997335,0.0,52129.88283381151,508.2807436445406,0.0,1325.9919066840223,862.055452194704,4615.098727681888,1179.481771987258,473.84265814021575,1161.6745104797424,6.983676729861976,0.0,18784.283796775475,17971.365273289626,15374.233763746412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10361.773785997335,10361.773785997335,0.0,11513.081984441485,0.0,10361.773785997335,11513.081984441485,0.0,0.0,0.0,0.0
2017/01/01 20:00:00,9700.316567258433,0.0,42882.530657876065,240.73159833584722,0.0,1422.5752686408753,862.055452194704,4226.173815390839,1077.5014354877146,443.54727827282693,1197.8711466766947,1.496233803828113,0.0,11282.878424614946,17694.43664596556,13905.21558729554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9700.316567258433,9700.316567258433,0.0,10778.129519176036,0.0,9700.316567258433,10778.129519176036,0.0,0.0,0.0,0.0
2017/01/01 21:00:00,10284.764110592076,0.0,48247.34950370811,527.2829532062918,0.0,1450.1781462948227,862.055452194704,4438.41499394925,1257.1865576877826,474.46095581793867,1042.54715398351,8.010073114218587,0.0,18731.020364138472,16543.3543575612,12972.974782008427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10284.764110592076,10284.764110592076,0.0,11427.515678435642,0.0,10284.764110592076,11427.515678435642,0.0,0.0,0.0,0.0
2017/01/01 22:00:00,9114.254220758978,0.0,41981.28235853236,194.36214996837558,0.0,1394.972390986928,862.055452194704,3872.004648141804,1079.5357825880467,287.67826959305035,1192.7655185314902,2.5156702994755795,0.0,12815.342703808907,17773.111042129967,11392.828612593476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9114.254220758978,9114.254220758978,0.0,10126.949134176642,0.0,9114.254220758978,10126.949134176642,0.0,0.0,0.0,0.0
2017/01/01 23:00:00,7634.572178297051,0.0,44734.4875727448,391.005451098847,0.0,1244.5736389578842,862.055452194704,2338.5115781554796,1168.3818789174018,324.9129547624832,1089.122484854679,7.28765776376174,0.0,21738.00889241233,16717.722397477384,6278.756282855084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7634.572178297051,7634.572178297051,0.0,8482.85797588561,0.0,7634.572178297051,8482.85797588561,0.0,0.0,0.0,0.0
2017/01/02 00:00:00,5219.448146124841,0.0,35115.00044004244,157.84445001386166,0.0,778.549402068786,862.055452194704,1418.4495989081133,955.3366620433734,83.190511033917,751.6158995019221,3.371055256494161,0.0,17630.089938382484,14867.648672248888,2617.2618294110703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5219.448146124841,5219.448146124841,0.0,5799.3868290276005,0.0,5219.448146124841,5799.3868290276005,0.0,0.0,0.0,0.0
2017/01/02 01:00:00,4169.692976557266,0.0,30280.384475396804,410.28842398314146,0.0,453.34013453354385,642.8674895724045,1388.8239963639571,672.7075970001124,108.40283422159423,453.0441654524842,8.184243521531009,0.0,12930.688470081275,14970.774903719526,2378.921101596007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169.692976557266,4169.692976557266,0.0,4632.9921961747405,0.0,4169.692976557266,4632.9921961747405,0.0,0.0,0.0,0.0
