Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),Gas:Facility(kBtu),Cooling:Electricity(kWh),Heating:Electricity(kWh),InteriorLights:Electricity(kWh),ExteriorLights:Electricity(kWh),InteriorEquipment:Electricity(kWh),Fans:Electricity(kWh),Pumps:Electricity(kWh),WaterSystems:Electricity(kWh),HeatRejection:Electricity(kWh),HeatRejection:Gas(kBtu),Heating:Gas(kBtu),WaterSystems:Gas(kBtu),InteriorEquipment:Gas(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),1 ZONE VAV 1 CLG COIL(W),1 ZONE VAV CLG COIL(W),BUILDING STORY 2 THERMALZONE PTAC 1SPD DX AC CLG COIL 1796KBTU/HR 9.3EER(W),1 ZONE VAV 1 MAIN HTG COIL(W),1 ZONE VAV MAIN HTG COIL(W),BUILDING STORY 1 THERMALZONE REHEAT COIL(W),BUILDING STORY 3 THERMALZONE REHEAT COIL(W),HOT WATER LOOP WATER HTG COIL(W),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kVA),ElectricityProduced:Facility Apparent Power(kVA),Net Power(kW),Net Apparent Power(kVA),Ice Thermal Storage End Fraction(),Cooling Coil Ice Thermal Storage End Fraction()
2017/02/19 03:00:00,382.61288599503433,0,338.35949435823335,0.0,0.0,99.40399673054809,19.9584135176345,177.1794200402153,68.417836490363,0.007999582963137833,17.645219633310386,0.0,0,0.0,147.39203051911753,190.96746383911582,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,382.61288599503433,382.61288599503433,0.0,425.12542888337146,0.0,382.61288599503433,425.12542888337146,0,0
2017/02/19 04:00:00,582.762017929416,0,2252.392538922566,129.78093702226172,0.0,99.40399673054809,19.9584135176345,177.1794200402153,114.75473240193962,22.56018397866485,16.397199431177505,2.727134806974509,0,1903.8962222922003,157.52885279125033,190.96746383911582,0,0,0,0,0,0,0,0,0,0,69966.87805767026,465747.1718883359,0.0,0.0,0.0,235544.5599125191,139259.97119283996,0.0,0,0,582.762017929416,582.762017929416,0.0,647.5133532549066,0.0,582.762017929416,647.5133532549066,0,0
2017/02/19 05:00:00,381.3702451832986,0,338.3608290350571,0.0,0.0,99.40399673054809,19.9584135176345,177.1794200402153,68.417836490363,0.007999582963137833,16.40257882157464,0.0,0,0.0,147.39336519594133,190.96746383911582,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,381.3702451832986,381.3702451832986,0.0,423.7447168703318,0.0,381.3702451832986,423.7447168703318,0,0
2017/02/19 06:00:00,582.4566022787188,0,2234.677677333388,128.37750179528118,0.0,99.40399673054809,19.9584135176345,177.1794200402153,114.75473240193962,22.573950680239694,17.506715594787796,2.701871518072824,0,1887.1068266404,156.60338685387234,190.96746383911582,0,0,0,0,0,0,0,0,0,0,70222.82323673385,451062.55315577093,0.0,0.0,0.0,232721.40928788314,138898.39068665644,0.0,0,0,582.4566022787188,582.4566022787188,0.0,647.1740025319098,0.0,582.4566022787188,647.1740025319098,0,0
2017/02/19 07:00:00,384.5450731934882,0,339.30421278606565,0.0,0.0,99.40399673054809,22.45788663456448,177.1794200402153,68.417836490363,0.007999582963137833,17.077933714834245,0.0,0,0.0,148.33674894694988,190.96746383911582,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,384.5450731934882,384.5450731934882,0.0,427.27230354832017,0.0,384.5450731934882,427.27230354832017,0,0
2017/02/19 08:00:00,566.2222301339455,0,2162.581135144387,129.47691171865725,0.0,99.40399673054809,0.0,180.91131937874712,114.75473240193962,22.503435569202058,16.390812998523675,2.7810213363277345,0,1817.2969763791177,154.316694926154,190.96746383911582,0,0,0,0,0,0,0,0,0,0,69431.02954800034,463317.61082410306,0.0,0.0,0.0,234211.44012757266,124744.04855925404,0.0,0,0,566.2222301339455,566.2222301339455,0.0,629.1358112599394,0.0,566.2222301339455,629.1358112599394,0,0
2017/02/19 09:00:00,625.1512951472223,0,1505.3088172993494,72.41476276695127,0.0,142.38811343352938,0.0,254.42632020114578,111.70924123061147,21.785729253729574,20.85399297704585,1.5731352842089275,0,1092.104399690784,158.58113248974436,254.6232851188211,0,0,0,0,0,0,0,0,0,0,0.0,143464.60394232854,0.0,0.0,0.0,199928.45959583332,0.0,0.0,0,0,625.1512951472223,625.1512951472223,0.0,694.6125501635803,0.0,625.1512951472223,694.6125501635803,0,0
2017/02/19 10:00:00,673.9831114102994,0,1826.5228953268336,114.15901131172346,0.0,142.38811343352938,0.0,254.42632020114578,114.7547324019396,21.942690995317484,23.912552824233188,2.3996902424105766,0,1401.9045107078005,169.99509950021195,254.6232851188211,0,0,0,0,0,0,0,0,0,0,70593.84234657409,168172.21653940922,0.0,0.0,0.0,189924.68752275436,91972.48684127594,0.0,0,0,673.9831114102994,673.9831114102994,0.0,748.8701237892216,0.0,673.9831114102994,748.8701237892216,0,0
2017/02/19 11:00:00,646.773082057263,0,1496.9002419464182,85.30462098593264,0.0,142.38811343352938,0.0,254.42632020114578,111.70924123061147,21.7460313694086,29.271098850512093,1.9276559861231135,0,1065.9490748733988,176.32788195419826,254.6232851188211,0,0,0,0,0,0,0,0,0,0,0.0,173956.8215862612,0.0,0.0,0.0,188313.46340099518,0.0,0.0,0,0,646.773082057263,646.773082057263,0.0,718.6367578414033,0.0,646.773082057263,718.6367578414033,0,0
2017/02/19 12:00:00,666.5743779918539,0,1667.014525957276,105.18666758004477,0.0,142.38811343352938,0.0,254.42632020114578,113.23198681627555,21.863613182323274,27.065112892578338,2.4125638859569176,0,1236.070343060822,176.32089777763298,254.6232851188211,0,0,0,0,0,0,0,0,0,0,32722.04988928365,190711.56601906673,0.0,0.0,0.0,191234.30942465068,46877.01885340506,0.0,0,0,666.5743779918539,666.5743779918539,0.0,740.6381977687265,0.0,666.5743779918539,740.6381977687265,0,0
